2018-06-08 14:59:03,749 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@174d20a: startup date [Fri Jun 08 14:59:03 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-01 09:03:43,744 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-01 09:03:43,744 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-01 09:03:43,749 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-01 09:03:43,749 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-01 09:03:44,479 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-01 09:03:44,479 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-01 09:03:44,480 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50192-1533085423263-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-01 09:03:44,480 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-01 09:03:45,779 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-01 09:03:46,193 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-01 09:03:50,199 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-07 09:06:29,319 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Tue Aug 07 09:06:29 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-07 09:06:32,646 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-07 09:06:32,683 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-07 09:06:34,724 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-07 09:06:34,855 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-07 09:06:36,694 | INFO  | Recovery replayed 46587 operations from the journal in 1.952 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-07 09:06:37,004 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50323-1533603996743-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-07 09:06:37,099 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-07 09:06:37,099 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-07 09:06:37,105 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-07 09:06:37,106 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-07 09:06:37,110 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-07 09:06:37,111 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-07 09:06:37,115 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-07 09:06:37,116 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-07 09:06:37,369 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-07 09:06:37,369 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-07 09:06:37,370 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50323-1533603996743-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-07 09:06:37,370 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-07 09:06:38,220 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-07 09:06:38,672 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-07 09:06:40,401 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-15 09:10:53,085 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Wed Aug 15 09:10:52 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-15 09:10:54,367 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-15 09:10:54,392 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-15 09:10:55,069 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-15 09:10:55,158 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-15 09:10:55,906 | INFO  | Recovery replayed 24628 operations from the journal in 0.832 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-15 09:10:56,156 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50565-1534295455973-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-15 09:10:56,646 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-15 09:10:56,647 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-15 09:10:56,652 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-15 09:10:56,653 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-15 09:10:56,660 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-15 09:10:56,660 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-15 09:10:56,667 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-15 09:10:56,667 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-15 09:10:56,893 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-15 09:10:56,893 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-15 09:10:56,894 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50565-1534295455973-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-15 09:10:56,894 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-15 09:10:57,480 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-15 09:10:57,589 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-15 09:10:57,873 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-16 18:48:22,825 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Thu Aug 16 18:48:22 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-16 18:48:24,364 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-16 18:48:24,383 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-16 18:48:25,209 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-16 18:48:25,300 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-16 18:48:26,889 | INFO  | Recovery replayed 39436 operations from the journal in 1.645 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-16 18:48:27,223 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-52483-1534416506993-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-16 18:48:27,316 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-16 18:48:27,318 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-16 18:48:27,325 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-16 18:48:27,326 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-16 18:48:27,332 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-16 18:48:27,333 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-16 18:48:27,339 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-16 18:48:27,340 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-16 18:48:27,545 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-16 18:48:27,546 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-16 18:48:27,547 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-52483-1534416506993-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-16 18:48:27,547 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-16 18:48:28,007 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-16 18:48:28,139 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-16 18:48:28,411 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-21 09:09:32,825 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Tue Aug 21 09:09:32 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-21 09:09:35,356 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-21 09:09:35,479 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-21 09:09:37,136 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-21 09:09:37,316 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-21 09:09:41,889 | INFO  | Recovery replayed 39451 operations from the journal in 4.702 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-21 09:09:42,531 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51296-1534813782265-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-21 09:09:42,747 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-21 09:09:42,810 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-21 09:09:42,853 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-21 09:09:42,914 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-21 09:09:42,933 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-21 09:09:42,938 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-21 09:09:42,951 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-21 09:09:42,952 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-21 09:09:43,618 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-21 09:09:43,839 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-21 09:09:43,882 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51296-1534813782265-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-21 09:09:44,149 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-21 09:09:45,840 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-21 09:09:46,261 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-21 09:09:48,742 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-25 09:53:23,264 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Sat Aug 25 09:53:23 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-25 09:53:24,596 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-25 09:53:24,614 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-25 09:53:25,768 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-25 09:53:25,847 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-25 09:53:29,021 | INFO  | Recovery replayed 66861 operations from the journal in 3.247 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-25 09:53:29,615 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-64674-1535162009146-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-25 09:53:31,088 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-25 09:53:31,090 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-25 09:53:31,098 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-25 09:53:31,098 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-25 09:53:31,103 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-25 09:53:31,104 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-25 09:53:31,109 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-25 09:53:31,109 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-25 09:53:32,122 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-25 09:53:32,126 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-25 09:53:32,127 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-64674-1535162009146-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-25 09:53:32,128 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-25 09:53:33,546 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-25 09:53:33,797 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-25 09:53:34,679 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-27 09:58:24,079 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Mon Aug 27 09:58:24 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-27 09:58:25,585 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-27 09:58:25,606 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-27 09:58:26,806 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-27 09:58:26,891 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-27 09:58:31,400 | INFO  | Recovery replayed 73604 operations from the journal in 4.584 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-27 09:58:31,577 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50741-1535335111439-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-27 09:58:31,691 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-27 09:58:31,691 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-27 09:58:31,697 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-27 09:58:31,698 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-27 09:58:31,702 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-27 09:58:31,703 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-27 09:58:31,707 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-27 09:58:31,707 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-27 09:58:31,880 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-27 09:58:31,881 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-27 09:58:31,881 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50741-1535335111439-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-27 09:58:31,882 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-27 09:58:32,353 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-27 09:58:32,449 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-27 09:58:32,690 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-29 09:06:30,799 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Wed Aug 29 09:06:30 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-29 09:06:34,101 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-29 09:06:34,117 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-29 09:06:35,604 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-29 09:06:35,785 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-29 09:06:39,474 | INFO  | Recovery replayed 88384 operations from the journal in 3.862 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-29 09:06:39,673 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50955-1535504799523-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-29 09:06:39,739 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-29 09:06:39,739 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-29 09:06:39,745 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-29 09:06:39,745 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-08-29 09:06:39,749 | INFO  | Listening for connections at: stomp://DESKTOP-AIP0B5D:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-29 09:06:39,750 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-08-29 09:06:39,754 | INFO  | Listening for connections at: mqtt://DESKTOP-AIP0B5D:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-29 09:06:39,754 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-08-29 09:06:39,947 | INFO  | Listening for connections at ws://DESKTOP-AIP0B5D:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-08-29 09:06:39,947 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-08-29 09:06:39,948 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-50955-1535504799523-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-08-29 09:06:39,948 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-08-29 09:06:40,525 | INFO  | ActiveMQ WebConsole available at http://localhost:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-08-29 09:06:40,600 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-08-29 09:06:41,250 | INFO  | jolokia-agent: No access restrictor found at classpath:/jolokia-access.xml, access to all MBeans is allowed | /api | main
2018-08-31 10:29:34,336 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7921b0a2: startup date [Fri Aug 31 10:29:34 CST 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-08-31 10:29:42,113 | INFO  | PListStore:[D:\software\apache-activemq-5.9.1\bin\..\data\localhost\tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-08-31 10:29:42,545 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[D:\software\apache-activemq-5.9.1\bin\..\data\kahadb] | org.apache.activemq.broker.BrokerService | main
2018-08-31 10:29:44,854 | INFO  | KahaDB is version 5 | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-31 10:29:45,037 | INFO  | Recovering from the journal ... | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-31 10:29:49,732 | INFO  | @2:11901822, 100000 entries recovered .. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-31 10:29:49,975 | INFO  | Recovery replayed 105866 operations from the journal in 5.029 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2018-08-31 10:29:50,442 | INFO  | Apache ActiveMQ 5.9.1 (localhost, ID:DESKTOP-AIP0B5D-51411-1535682590217-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-08-31 10:29:50,578 | INFO  | Listening for connections at: tcp://DESKTOP-AIP0B5D:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-08-31 10:29:50,579 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-08-31 10:29:50,586 | INFO  | Listening for connections at: amqp://DESKTOP-AIP0B5D:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
